City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Saint-Pierre,RE,-21.3393,55.4781,75.18,77,75,5.75,broken clouds
350,Coueron,FR,47.2151,-1.7217,44.22,92,0,5.75,clear sky
351,Nantucket,US,41.2835,-70.0995,46.51,61,1,8.05,clear sky
352,Pundaguitan,PH,6.3711,126.1689,83.14,73,100,4.83,overcast clouds
353,Gamba,GA,-2.65,10.0,75.2,93,100,3.58,moderate rain
354,Mpraeso,GH,6.5932,-0.7346,70.86,96,66,3.78,broken clouds
355,Caborca,MX,30.5838,-111.101,67.6,45,16,3.38,few clouds
356,Mogadishu,SO,2.0371,45.3438,81.01,72,98,11.36,overcast clouds
357,North Bend,US,43.4065,-124.2243,52.92,99,90,6.91,overcast clouds
358,Talcahuano,CL,-36.7167,-73.1167,55.08,82,0,12.66,clear sky
359,Salalah,OM,17.0151,54.0924,72.25,45,0,5.79,clear sky
360,Yasenskaya,RU,46.3592,38.269,38.55,81,66,9.78,broken clouds
361,Willowmore,ZA,-33.2926,23.4895,57.09,73,100,5.28,overcast clouds
362,Manono,CD,-7.3,27.4167,66.9,97,44,1.36,scattered clouds
363,Alofi,NU,-19.0595,-169.9187,73.29,94,90,16.11,shower rain
364,Chenzhou,CN,25.8,113.0333,54.09,49,0,4.99,clear sky
365,Merced,US,37.1666,-120.7516,60.85,49,0,2.17,clear sky
366,Sontra,DE,51.0667,9.9333,38.28,90,58,11.56,broken clouds
367,Mitchell,US,43.7094,-98.0298,57.18,46,1,5.01,clear sky
368,Bandarbeyla,SO,9.4942,50.8122,74.26,67,0,12.17,clear sky
369,Tigil,RU,57.8,158.6667,29.7,82,100,19.6,overcast clouds
370,Denpasar,ID,-8.65,115.2167,85.71,79,40,10.36,scattered clouds
371,Portland,US,45.5234,-122.6762,57.85,92,75,3.44,broken clouds
372,Bansi,IN,27.1833,82.9333,69.28,61,99,4.41,overcast clouds
373,Imbituba,BR,-28.24,-48.6703,71.82,82,100,7.49,overcast clouds
374,Hambantota,LK,6.1241,81.1185,79.5,75,55,3.91,broken clouds
375,Mahebourg,MU,-20.4081,57.7,82.26,74,75,6.91,broken clouds
376,Chik,RU,54.9928,82.4311,10.45,85,0,8.95,clear sky
377,Kasongo-Lunda,CD,-6.4667,16.8167,68.45,94,97,0.98,overcast clouds
378,Lomovka,RU,53.9194,58.3672,31.12,98,100,7.29,overcast clouds
379,Kuusamo,FI,65.9667,29.1833,17.64,93,90,4.61,light snow
380,Lambarene,GA,-0.7001,10.2406,74.82,96,100,1.19,overcast clouds
381,Dawei,MM,14.0833,98.2,82.54,43,87,13.04,overcast clouds
382,Severo-Kurilsk,RU,50.6789,156.125,37.99,82,98,26.44,overcast clouds
383,Hasaki,JP,35.7333,140.8333,55.29,34,0,15.84,clear sky
384,Yangjiang,CN,21.85,111.9667,66.94,28,20,10.16,few clouds
385,Haverfordwest,GB,51.8017,-4.9691,42.06,88,99,4.0,overcast clouds
386,Mananara,MG,-16.1667,49.7667,73.53,90,31,4.29,light rain
387,Touros,BR,-5.1989,-35.4608,79.7,77,81,9.46,broken clouds
388,Jiuquan,CN,39.7432,98.5174,31.66,26,0,6.24,clear sky
389,Walvis Bay,NA,-22.9575,14.5053,58.08,94,2,10.36,clear sky
390,El Campo,US,29.1966,-96.2697,64.89,94,1,3.44,clear sky
391,Jiamusi,CN,46.8333,130.35,20.8,87,100,16.13,overcast clouds
392,Khoy,IR,38.5504,44.9535,40.44,78,91,5.14,overcast clouds
393,Tautira,PF,-17.7333,-149.15,86.02,76,100,18.95,light rain
394,Maraa,BR,-1.8333,-65.3667,73.18,99,100,2.44,overcast clouds
395,Port Macquarie,AU,-31.4333,152.9167,76.89,94,75,12.66,broken clouds
396,Berdorf,LU,49.8136,6.3503,40.82,95,99,10.49,overcast clouds
397,Kampong Thum,KH,12.7111,104.8887,77.59,60,72,10.54,broken clouds
398,Payson,US,40.0444,-111.7321,50.4,58,40,0.0,scattered clouds
399,Manzhouli,CN,49.6,117.4333,14.86,65,0,25.01,clear sky
400,Ogawara,JP,38.0516,140.7155,49.95,63,20,15.17,few clouds
401,Januaria,BR,-15.4833,-44.3667,70.5,84,97,2.28,light rain
402,Vostok,RU,46.4856,135.8833,7.45,78,13,5.66,few clouds
403,Codrington,AU,-38.2667,141.9667,63.19,76,76,14.32,broken clouds
404,Port Blair,IN,11.6667,92.75,78.84,94,90,10.36,moderate rain
405,Marawi,PH,7.9986,124.2928,75.65,63,98,4.76,overcast clouds
406,Lesnoy,RU,57.6198,63.0784,34.48,90,100,11.86,overcast clouds
407,Olden,NO,61.8364,6.8064,35.17,96,91,2.68,light snow
408,Firovo,RU,57.4814,33.7021,16.39,95,100,6.04,overcast clouds
409,Redmond,US,47.674,-122.1215,57.65,84,100,1.99,overcast clouds
410,Maumere,ID,-8.6199,122.2111,85.06,70,98,1.83,overcast clouds
411,Boende,CD,-0.2167,20.8667,68.31,98,100,1.9,overcast clouds
412,Saint Anthony,US,45.0205,-93.218,49.93,76,1,3.0,clear sky
413,Atyrau,KZ,47.1167,51.8833,28.42,100,98,8.95,mist
414,Pussi,EE,59.36,27.0497,19.44,86,100,3.29,overcast clouds
415,Ulladulla,AU,-35.35,150.4667,85.77,62,14,11.83,few clouds
416,Yershichi,RU,53.6725,32.7542,23.25,94,99,7.67,overcast clouds
417,Wakefield,GB,53.6809,-1.499,38.68,63,78,8.66,broken clouds
418,Campo De Criptana,ES,39.4046,-3.1249,41.74,89,98,9.19,overcast clouds
419,San Quintin,MX,30.4833,-115.95,61.23,82,0,3.96,clear sky
420,Sinnamary,GF,5.3833,-52.95,78.17,89,100,10.83,overcast clouds
421,Wilmington,US,34.2257,-77.9447,59.86,84,1,4.61,clear sky
422,Okhotsk,RU,59.3833,143.3,4.3,82,100,28.66,light snow
423,College,US,64.8569,-147.8028,-2.54,78,75,0.0,light snow
424,Florianopolis,BR,-27.6146,-48.5012,69.37,80,75,1.99,broken clouds
425,Mountain Home,US,43.133,-115.6912,43.79,100,1,6.91,clear sky
426,Collie,AU,-33.3667,116.15,70.99,33,7,8.08,clear sky
427,Kurilsk,RU,45.2333,147.8833,32.11,77,99,36.82,light snow
428,Nezhinka,RU,51.7676,55.3694,33.96,93,75,8.95,broken clouds
429,Kamarion,GR,36.8,25.8167,54.91,64,0,11.05,clear sky
430,Mumford,GH,5.2618,-0.759,79.36,84,87,6.55,overcast clouds
431,Asau,RO,46.4333,26.4,42.28,79,61,7.9,broken clouds
432,Panguipulli,CL,-39.6333,-72.3333,51.51,91,100,1.41,overcast clouds
433,Mtambile,TZ,-5.3833,39.7,78.87,78,40,5.61,light rain
434,Maragogi,BR,-9.0122,-35.2225,78.1,85,93,7.92,overcast clouds
435,Oranjemund,NA,-28.55,16.4333,59.0,92,38,11.54,scattered clouds
436,San Ignacio,BZ,17.1561,-89.0714,75.34,88,0,0.0,clear sky
437,Kenai,US,60.5544,-151.2583,18.14,90,90,0.0,light snow
438,Cururupu,BR,-1.8283,-44.8683,77.0,85,86,3.78,overcast clouds
439,Terrace,CA,54.5163,-128.6035,35.51,75,75,8.05,light shower snow
440,Samarai,PG,-10.6167,150.6667,86.45,72,100,13.04,overcast clouds
441,Mount Gambier,AU,-37.8333,140.7667,64.31,68,90,10.36,overcast clouds
442,Strelka,RU,58.0728,93.0344,24.96,92,100,9.37,light snow
443,Vardo,NO,70.3705,31.1107,34.27,58,100,30.42,light rain
444,Opuwo,NA,-18.0607,13.84,71.6,20,86,1.63,overcast clouds
445,Malchevskaya,RU,49.0552,40.3625,31.48,90,100,13.06,overcast clouds
446,Taft,IR,31.7471,54.2088,57.15,25,40,9.22,scattered clouds
447,Port Lincoln,AU,-34.7333,135.8667,64.72,55,36,17.56,scattered clouds
448,Kodinsk,RU,58.6881,99.1844,13.57,95,100,3.4,light snow
449,Hornepayne,CA,49.2138,-84.7705,32.16,99,100,6.33,snow
450,Kieta,PG,-6.2167,155.6333,85.75,67,99,4.47,light rain
451,Acajutla,SV,13.5928,-89.8275,78.1,68,1,6.71,clear sky
452,Corn Island,NI,12.1694,-83.0418,80.92,79,100,16.87,overcast clouds
453,Bojnurd,IR,37.4747,57.329,64.35,19,75,9.22,broken clouds
454,Sarh,TD,9.1429,18.3923,74.21,27,32,4.34,scattered clouds
455,Durazno,UY,-33.4131,-56.5006,57.7,78,16,10.8,few clouds
456,Inirida,CO,3.8653,-67.9239,75.65,92,100,2.84,overcast clouds
457,Saiki,JP,32.95,131.9,48.2,49,2,5.21,clear sky
458,Lodja,CD,-3.4833,23.4333,69.58,93,100,1.45,overcast clouds
459,Basco,PH,20.4487,121.9702,73.78,60,72,25.95,broken clouds
460,Zemio,CF,5.0314,25.1361,69.37,85,84,2.3,broken clouds
461,Katrineholm,SE,58.9959,16.2072,29.73,70,100,11.83,overcast clouds
462,Hirna,ET,9.2167,41.1,55.67,44,80,4.79,broken clouds
463,Gambela,ET,8.25,34.5833,76.69,54,19,1.99,few clouds
464,Evensk,RU,61.95,159.2333,5.29,87,100,29.04,light snow
465,Toca,CO,5.5639,-73.184,49.8,95,97,1.34,overcast clouds
466,Kropotkin,RU,45.4375,40.5756,38.79,81,73,11.39,broken clouds
467,Bulgan,MN,48.8125,103.5347,23.41,61,100,3.04,overcast clouds
468,Loanda,AO,-8.8368,13.2343,77.94,82,100,7.05,light rain
469,Domoni,KM,-12.2569,44.5319,77.5,82,13,4.14,few clouds
470,Yenagoa,NG,4.9247,6.2642,76.46,93,83,3.94,broken clouds
471,Richards Bay,ZA,-28.783,32.0377,72.97,86,35,15.41,scattered clouds
472,Uncia,BO,-18.467,-66.5685,54.97,61,94,5.99,overcast clouds
473,Marzuq,YE,14.4,46.4667,54.63,35,0,0.89,clear sky
474,Kankan,GN,10.3854,-9.3057,75.52,36,59,1.59,broken clouds
475,Mananjary,MG,-21.2167,48.3333,74.16,88,54,3.04,light rain
476,Canar,EC,-2.55,-78.9333,48.69,94,100,1.36,overcast clouds
477,Svetlogorsk,BY,52.6333,29.7333,27.77,95,100,15.21,light snow
478,Lavrentiya,RU,65.5833,-171.0,-11.22,83,0,5.93,clear sky
479,Meadow Lake,US,34.8014,-106.5436,53.17,30,58,3.69,broken clouds
480,Shimoda,JP,34.6667,138.95,57.56,54,2,9.64,clear sky
481,Monte Alegre,BR,-2.0078,-54.0692,78.94,72,100,1.54,overcast clouds
482,Gazojak,TM,41.1875,61.4036,55.22,37,100,9.19,overcast clouds
483,Xam Nua,LA,20.4197,104.0439,61.0,47,13,3.71,few clouds
484,Coahuayana,MX,18.7333,-103.6833,78.28,86,0,2.06,clear sky
485,Bubaque,GW,11.2833,-15.8333,81.59,64,100,14.52,overcast clouds
486,Santa Maria,BR,-29.6842,-53.8069,63.37,74,74,9.86,broken clouds
487,Diu,IN,20.7141,70.9822,69.98,82,92,13.29,overcast clouds
488,Baghdad,IQ,33.3406,44.4009,51.71,71,0,0.0,clear sky
489,Lovington,US,32.944,-103.3485,61.65,27,28,7.36,scattered clouds
490,Beloha,MG,-25.1667,45.05,74.71,81,0,6.89,clear sky
491,Milkovo,RU,54.7167,158.6167,19.69,96,100,4.68,snow
492,Rio Grande,BR,-32.035,-52.0986,62.94,67,83,9.6,broken clouds
493,Yanam,IN,16.7333,82.2167,79.2,61,10,6.93,light rain
494,Aykhal,RU,66.0,111.5,-26.45,100,93,4.05,overcast clouds
495,Benin,BJ,9.5,2.25,71.74,26,100,2.75,overcast clouds
496,Hovd,MN,48.0056,91.6419,17.8,53,0,0.49,clear sky
497,Hinton,CA,53.4001,-117.5857,35.11,97,100,3.53,overcast clouds
498,Tornio,FI,65.8481,24.1466,19.42,94,100,9.53,light snow
499,Korla,CN,41.7597,86.1469,25.7,61,1,2.66,clear sky
500,Rock Island,US,41.45,-90.5168,52.45,65,1,10.36,clear sky
501,Trairi,BR,-3.2778,-39.2689,79.88,78,78,8.25,broken clouds
502,Tahe,CN,52.3333,124.7333,7.74,78,100,7.61,overcast clouds
503,Winchester,GB,51.0651,-1.3187,35.49,81,4,1.99,clear sky
504,Mattru,SL,7.6244,-11.8332,74.95,94,98,1.23,overcast clouds
505,Sterling,US,39.0062,-77.4286,51.31,65,75,8.99,broken clouds
506,Marsh Harbour,BS,26.5412,-77.0636,74.55,77,40,16.58,scattered clouds
507,Bull Savanna,JM,17.8868,-77.5902,73.87,81,100,4.81,overcast clouds
508,Poltavka,RU,54.3663,71.7632,27.32,75,100,15.75,overcast clouds
509,Sabzevar,IR,36.2126,57.6819,43.88,53,40,0.0,scattered clouds
510,Chapais,CA,49.7834,-74.8492,10.18,90,100,6.89,overcast clouds
511,Kidal,ML,18.4411,1.4078,70.12,18,19,10.4,few clouds
512,Tessalit,ML,20.1986,1.0114,70.12,18,36,9.19,scattered clouds
513,Dicabisagan,PH,17.0818,122.4157,72.81,85,93,13.35,overcast clouds
514,Sioux Lookout,CA,50.1001,-91.917,32.38,100,90,8.05,mist
515,Kuryk,KZ,43.2,51.65,41.83,75,100,10.89,overcast clouds
516,Lethem,GY,3.3803,-59.7968,78.51,76,88,10.09,overcast clouds
517,Vallenar,CL,-28.5708,-70.7581,67.62,45,30,3.15,scattered clouds
518,Rincon,US,32.296,-81.2354,58.86,66,40,0.0,scattered clouds
519,Lazaro Cardenas,MX,17.9583,-102.2,77.72,83,0,3.04,clear sky
520,Tarakan,ID,3.3,117.6333,80.1,89,40,6.91,scattered clouds
521,Egvekinot,RU,66.3167,-179.1667,-0.56,83,100,4.83,light snow
522,Klyuchi,RU,52.2667,79.1667,19.65,78,5,12.46,clear sky
523,Oyama,JP,36.3,139.8,58.59,25,0,9.69,clear sky
524,Kholmy,UA,51.871,32.6006,25.66,87,46,9.55,scattered clouds
525,Rio Grande City,US,26.3798,-98.8203,73.74,58,100,8.01,overcast clouds
526,Qinhuangdao,CN,39.9317,119.5883,42.19,33,0,16.26,clear sky
527,Yumen,CN,40.2833,97.2,28.76,28,0,6.87,clear sky
528,Tete,MZ,-16.1564,33.5867,80.69,74,40,9.22,scattered clouds
529,Rostovka,RU,55.3842,71.8891,29.19,75,100,15.59,overcast clouds
530,Juegang,CN,32.3174,121.1855,46.65,31,0,9.26,clear sky
531,Miquelon,PM,47.0975,-56.3814,37.42,90,100,15.93,overcast clouds
532,Anadyr,RU,64.75,177.4833,0.1,84,75,8.01,light snow
533,Qeshm,IR,26.9581,56.2719,62.49,60,3,6.53,clear sky
534,Barra Do Garcas,BR,-15.89,-52.2567,73.85,92,93,2.73,overcast clouds
535,Makokou,GA,0.5738,12.8642,69.46,97,91,1.97,overcast clouds
536,Soto La Marina,MX,23.7667,-98.2167,65.77,83,100,3.69,overcast clouds
537,Tacuati,PY,-23.45,-56.5833,71.47,52,10,3.0,clear sky
538,Ulaangom,MN,49.9811,92.0667,8.65,81,86,3.18,overcast clouds
539,Adrar,MR,20.5022,-10.0711,67.73,14,100,10.25,overcast clouds
540,Gizo,SB,-8.103,156.8419,85.78,66,99,2.44,overcast clouds
541,Lasa,IT,46.6166,10.7002,36.86,97,100,2.15,light rain
542,Varadero,CU,23.1536,-81.2514,68.76,73,0,10.31,clear sky
543,Linhares,BR,-19.3911,-40.0722,72.28,98,28,5.37,scattered clouds
544,Yaan,NG,7.3833,8.5667,73.78,55,96,3.83,overcast clouds
545,Vicksburg,US,32.3526,-90.8779,61.3,82,1,0.0,clear sky
546,Corner Brook,CA,48.9667,-57.9484,32.22,96,92,3.47,light snow
547,Merrill,US,45.1805,-89.6835,44.96,84,75,9.22,broken clouds
548,Zunyi,CN,27.6867,106.9072,51.26,67,100,2.17,overcast clouds
549,Grafton,US,42.207,-71.6856,35.35,75,100,3.38,overcast clouds
550,San Felipe,VE,10.3399,-68.7425,72.77,97,89,2.21,overcast clouds
551,Vlore,AL,40.4667,19.4897,52.63,79,75,13.0,broken clouds
552,Inuvik,CA,68.3499,-133.7218,-19.34,76,90,4.61,light snow
553,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.37,99,100,1.03,light rain
554,Oktyabrskoye,RU,43.0645,44.7417,24.94,100,68,2.24,broken clouds
555,Dali,CN,25.7,100.1833,55.62,66,100,2.06,overcast clouds
556,Senneterre,CA,48.3835,-77.2328,21.42,91,100,10.94,light snow
557,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,20.71,scattered clouds
558,Leh,IN,34.1667,77.5833,21.4,54,98,1.95,overcast clouds
559,Launceston,AU,-41.45,147.1667,83.61,40,80,7.0,light rain
560,Morros,BR,-9.4467,-46.3003,72.05,92,100,2.55,overcast clouds
561,Muroran,JP,42.3172,140.9881,32.25,65,100,36.91,overcast clouds
562,Sorong,ID,-0.8833,131.25,81.25,80,100,7.4,overcast clouds
563,Gilbues,BR,-9.8317,-45.3439,72.16,95,100,4.52,light rain
564,San Policarpo,PH,12.1791,125.5072,80.24,86,100,14.32,light rain
565,Belmonte,BR,-15.8631,-38.8828,77.5,89,100,11.3,light rain
566,Pitimbu,BR,-7.4706,-34.8086,79.39,81,94,10.4,overcast clouds
567,Boden,SE,65.8252,21.6886,10.4,96,100,5.12,light snow
568,Agadez,NE,19.75,10.25,61.32,20,46,6.73,scattered clouds
569,Cabinda,AO,-5.55,12.2,77.36,91,100,2.44,light rain
570,Soyo,AO,-6.1349,12.3689,77.16,89,99,4.88,moderate rain
571,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.05,96,100,1.12,light rain
572,Goderich,CA,43.7501,-81.7165,39.9,87,100,11.5,overcast clouds
573,Charters Towers,AU,-20.1,146.2667,94.41,27,2,7.85,clear sky
574,Guilin,CN,25.2819,110.2864,59.11,34,49,4.09,scattered clouds
575,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.71,94,2,7.02,clear sky
576,Trinidad,BO,-14.8333,-64.9,74.57,94,100,5.28,overcast clouds
577,Santa Cecilia,BR,-26.9608,-50.4269,57.88,94,70,4.16,broken clouds
578,Zapolyarnyy,RU,69.4154,30.8136,29.48,70,100,25.5,overcast clouds
579,Kurkino,RU,53.4257,38.6582,22.15,68,76,12.21,broken clouds
580,San Luis,AR,-33.295,-66.3356,70.16,51,13,6.02,few clouds
581,Enniscorthy,IE,52.5008,-6.5578,40.57,89,44,7.87,scattered clouds
582,Sur,OM,22.5667,59.5289,72.32,59,0,4.12,clear sky
583,Marsa Matruh,EG,31.3525,27.2453,63.46,54,87,10.13,overcast clouds
584,Melbourne,US,28.0836,-80.6081,65.97,90,1,0.0,clear sky
585,Khorixas,NA,-20.3667,14.9667,63.7,28,6,1.48,clear sky
586,Ewa Beach,US,21.3156,-158.0072,80.55,64,40,15.01,scattered clouds
587,Oistins,BB,13.0667,-59.5333,80.69,78,40,20.71,scattered clouds
588,Broome,US,42.2506,-75.833,38.46,76,90,1.99,overcast clouds
589,Tazovskiy,RU,67.4667,78.7,-8.34,95,100,13.76,overcast clouds
590,Alpena,US,45.0617,-83.4327,39.34,91,90,8.99,overcast clouds
591,Karratha,AU,-20.7377,116.8463,98.83,21,1,11.41,clear sky
592,Kayankulam,IN,9.1833,76.5,79.97,77,3,4.5,clear sky
593,Padang,ID,-0.9492,100.3543,84.25,65,46,3.53,scattered clouds
594,Snezhnogorsk,RU,69.1933,33.2531,28.18,61,100,30.33,overcast clouds
595,Manggar,ID,-2.8833,108.2667,86.43,60,100,4.34,overcast clouds
596,Ostrovnoy,RU,68.0531,39.5131,26.69,78,100,31.94,light snow
597,Bokoro,TD,12.3807,17.0568,72.25,26,32,12.03,scattered clouds
598,Makakilo City,US,21.3469,-158.0858,79.12,65,40,10.36,light rain
599,Black River,JM,18.0264,-77.8487,78.8,85,98,5.59,overcast clouds
600,Laramie,US,41.3114,-105.5911,51.89,48,1,5.99,clear sky
601,Taltal,CL,-25.4,-70.4833,62.47,77,31,2.66,scattered clouds
602,Khasan,RU,42.4308,130.6434,33.87,51,2,8.66,clear sky
603,Cicero Dantas,BR,-10.6,-38.3833,71.83,82,94,7.52,overcast clouds
604,Garowe,SO,8.4054,48.4845,64.58,77,35,7.16,scattered clouds
605,Alta Gracia,AR,-31.6529,-64.4283,69.87,63,44,5.91,scattered clouds
606,Vilhena,BR,-12.7406,-60.1458,69.28,99,84,3.18,light rain
607,Rioja,AR,-29.4111,-66.8507,77.32,42,35,6.69,scattered clouds
608,Bilma,NE,18.6853,12.9164,65.48,19,2,7.2,clear sky
609,Nemuro,JP,43.3236,145.575,37.83,57,30,31.54,scattered clouds
610,Kathu,TH,7.9178,98.3332,80.42,90,100,19.6,overcast clouds
611,Hammerfest,NO,70.6634,23.6821,30.65,86,75,20.71,light shower snow
612,Kudahuvadhoo,MV,2.6708,72.8944,81.81,75,27,6.35,scattered clouds
613,Kaunas,LT,54.9,23.9,32.18,93,90,11.5,mist
614,Terny,UA,50.9833,33.9833,26.29,83,31,7.96,scattered clouds
615,Loreto,MX,22.2667,-101.9667,60.04,55,21,9.57,few clouds
616,Batavia,US,41.85,-88.3126,48.85,83,1,1.99,mist
617,Gravelbourg,CA,49.8834,-106.5512,37.67,73,100,13.62,overcast clouds
618,Raudeberg,NO,61.9875,5.1352,33.87,90,79,1.99,light rain
619,Satinka,RU,52.3792,41.6819,26.49,75,83,11.63,broken clouds
620,Charlestown,AU,-32.95,151.6667,81.57,69,5,1.01,clear sky
621,Ordynskoye,RU,54.3656,81.8994,10.2,92,97,6.13,overcast clouds
622,Chernogorsk,RU,53.8236,91.2842,11.77,92,76,2.24,smoke
623,Senno,RU,59.5336,33.9167,13.26,97,97,7.43,overcast clouds
624,Candolim,IN,15.5181,73.7626,78.4,81,93,7.61,moderate rain
625,Gisborne,NZ,-38.6533,178.0042,67.95,69,74,8.75,broken clouds
626,Port-Gentil,GA,-0.7193,8.7815,79.38,83,100,5.84,light rain
627,Inongo,CD,-1.95,18.2667,70.43,98,99,4.14,overcast clouds
628,Mayumba,GA,-3.432,10.6554,75.76,91,96,4.23,light rain
629,Strezhevoy,RU,60.7333,77.5889,31.98,90,100,11.39,overcast clouds
630,Vanderhoof,CA,54.0166,-124.0198,35.08,83,67,6.33,broken clouds
631,Pochutla,MX,15.7432,-96.4661,77.83,76,57,3.58,broken clouds
632,Itupiranga,BR,-5.1347,-49.3267,76.53,85,86,1.19,overcast clouds
633,Guano,EC,-1.5833,-78.6333,45.93,94,71,1.81,broken clouds
634,El Alto,PE,-4.2714,-81.2147,64.69,83,60,10.63,broken clouds
635,Ilhabela,BR,-23.7781,-45.3581,72.01,89,96,2.21,overcast clouds
636,Mlonggo,ID,-6.5333,110.7,87.69,68,100,1.99,overcast clouds
637,Gobabis,NA,-22.45,18.9667,69.46,58,96,7.31,overcast clouds
638,Khudumelapye,BW,-23.8833,24.75,72.12,59,89,11.92,overcast clouds
639,Contamana,PE,-7.3333,-75.0167,76.35,73,97,2.98,overcast clouds
640,Kaeo,NZ,-35.1,173.7833,67.32,93,100,10.18,light rain
641,Akyab,MM,20.15,92.9,77.45,53,16,6.13,few clouds
642,Assiniboia,CA,49.6334,-105.9845,39.11,65,100,14.97,overcast clouds
643,Lima,PE,-12.0432,-77.0282,66.9,80,0,12.66,light rain
644,Teluk Intan,MY,4.0259,101.0213,77.36,78,57,2.42,light rain
645,Biltine,TD,14.5333,20.9167,71.46,27,3,21.16,clear sky
646,Winnemucca,US,40.973,-117.7357,37.45,41,1,5.75,clear sky
647,Porosozero,RU,62.7191,32.727,11.82,94,98,8.3,overcast clouds
648,Bac Lieu,VN,9.285,105.7244,80.13,78,28,7.49,scattered clouds
649,Kabalo,CD,-6.05,26.9167,67.78,98,49,1.95,scattered clouds
650,Yulara,AU,-25.2406,130.9889,103.84,7,0,5.75,clear sky
651,Rocha,UY,-34.4833,-54.3333,53.89,84,66,3.6,broken clouds
